name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
Oevermann Networks GmbH,Internet. Software.Netzwerk,"Über unsAls eine der TOP Internet-Agenturen in Deutschland (iBusiness Internet-Agenturranking) konzipiert und realisiert OEVERMANN Networks intelligente, performante und emotionale E-Business-Lösungen. Unser TeamBesonders stolz sind wir auf das gute Zusammenspiel unserer Spezialisten aus den unterschiedlichen Disziplinen. Unser Team besteht aus rund 100 Mitarbeitern, die mit Freude und Elan anspruchsvolle Internet-, Intranet- und Extranet-Anwendungen auf Basis neuester Informationstechnologien und digitaler Medien entwickeln – selbstverständlich mit höchstem Anspruch an Funktionalität und Qualität. Flache Hierarchien und offene Kommunikation sind für uns der Schüssel, um in der sich rasant entwickelnden digitalen Welt ganz vorne mitzuspielen. Unsere LeistungenZu unseren Leistungen zählen Beratung, Kommunikationsdesign, Online-Marketing, Entwicklung von Internetanwendungen, Software-Development, Managed Hosting, IT-Services und -Security sowie Betrieb und Service – alles aus einer Hand. Unsere Kundenpartnerschaften zeigen und bestätigen unsere Strategie: Seit 1994 betreuen wir erfolgreich Kunden aus den Bereichen Banken & Versicherungen, Industrie & Handel, Medizin & Gesundheit, Lifestyle & Personality sowie Kommunen & Verbänden.Unsere Dienstleistungen im FokusIndividuelle Online-Marketing- und KommunikationsstrategienDesign- und Kreativkonzepte für Internetpräsenzen und -PortaleKonzeption und Umsetzung individueller E-Business-AnwendungenEntwicklung und Aufbau von Intranet-SystemenPlanung, Realisierung und Betreuung moderner NetzwerkeKonzeption und Einrichtung von IT-SicherheitslösungenProfessionelle „Managed Hosting“-Lösungen",,1994,100—199,Oevermann Networks GmbHD-51429 Bergisch GladbachDeutschland,"Werbeagenturen
Internetagenturen
Entwicklung",https://www.oevermann.de/impressum.aspx,https://www.oevermann.de/
Nayoki GmbH,Agentur für digitales Business,"Die Nayoki Group zählt zu den größten inhabergeführten Agenturen für digitales Business in Deutschland. 2004 von André Soulier gegründet, hat Nayoki seine Ursprünge im Datenbereich. Heute gehören neben der Digitalagentur Nayoki das Influencer Netzwerk Addfame sowie das Joint Venture Nayoki Mediaplus zu der Firmengruppe. So reicht das Dienstleistungsangebot von Performance Marketing, Datengenerierung, CRM, Consulting und Technology bis hin zu Influencer Marketing sowie klassischen Mediaaktivitäten. Die Agentur steht seit der Gründung konsequent für Innovation und Expertise. Nayoki ist Lingala und bedeutet „Ich verstehe Dich”: Kundenverständnis, Professionalität, Transparenz und Marktnähe zeichnen Nayoki aus und werden in allen Konzepten und Maßnahmen gelebt.","Grafik, Social Media, Video, Influencer Marketing, Online Marketing, Webdesign, Design",2004,20—49,Nayoki GmbHD-81543 MünchenDeutschland,"Werbeagenturen
Internetagenturen",https://nayoki.com/de/impressum/,https://nayoki.com/de/
Netlite Media GmbH,Werbeagentur,"Seit 1996 ist NETLITE® als einzige Werbeagentur mit Ladengeschäft und Festpreisen bekannt. Die Idee hinter unserem Konzept ist die unkomplizierte und preisgünstige Versorgung von Firmen, Selbstständigen und Start-Ups mit professionellen Marketing- und Kreativdienstleistungen.","Werbeagentur, Webdesign, Marketing",1996,5—9,Netlite Media GmbHD-80538 MünchenDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.netlite.de/impressum.html,https://www.netlite.de/
Amida SEO & Marketing,"SEO, Marketing,Webdesign,Webentwicklung","Wir sind Boutique Agentur und technischer Dienstleister für SEO,Marketing,Webdesign und Webentwicklung auf Basis von Wordpress. Wir verfügen über ein kreatives Tea aus Entwicklern, Analysten und Designeren mit mehrjähriger Erfahrung und inzwischen zahlreichen zufriedenen Kunden.","SEO, Marketing, Webdesign, Wordpress",2012,5—9,Amida SEO & MarketingD-04821 BrandisDeutschland,"Werbeagenturen
Internetagenturen
Web-
Konzepter",https://amida-tee.de/impressum/,https://amida-tee.de/
werbeagentur aufwind GmbH,aufwind group – creative solutions,"Die Thermik sagt: Eine von der Sonne verursachte Aufwärtsbewegung der Luft, die beispielsweise Segelfliegern den nötigen Antrieb verleiht. Wir sagen: Viel Leidenschaft, die über 40 Köpfe vereint und so jede Idee zum Überflieger werden lässt. Im Jahr 2002 zu zweit gestartet, sind wir nun mit mehr als 500 Kunden zu einer der größten Werbe- und Internetagenturen Baden-Württembergs herangewachsen.Was uns auszeichnet? Unsere Vielseitigkeit! Denn hier arbeiten Kreative mit Ingenieuren, Programmierern und Technikern gemeinsam. So erstellen wir Konzepte, die von der Logoentwicklung bis hin zur kompletten Umsetzung eines interaktiven Flugsimulators reichen.Professionell, kundenorientiert und innovativ.DAS IST AUFWIND.",,2002,20—49,werbeagentur aufwind GmbHD-79364 MalterdingenDeutschland,"Werbeagenturen
Internetagenturen",https://www.aufwind-group.de/de/impressum,https://www.aufwind-group.de/de
Kk21 Communication GmbH,"Think Tank, Sparringspartner, Kreativstudio für Marken.","Das Team von KK21 bündelt umfangreiches Marken-Know-how. Wir verstehen uns dabei immer als interdisziplinärer Sparringspartner unserer Kunden. Der tief in die Themen und in die Zielgruppen einsteigt, um nachhaltige Lösungen für heute und morgen für Marken zu entwickeln. Der bereit und offen ist, einen Schritt weiter zu denken. Und sich dabei immer wieder selbstkritisch auch hinterfragt, um überraschende Lösungen mit Substanz zu entwickeln. Botschaften, Ideen, Kampagnen, Markenerlebnisse, die Menschen berühren und einen relevanten Mehrwert liefern.",,2013,5—9,Kk21 Communication GmbHD-48143 MünsterDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.kk21.de/de/impressum_6_420.html,https://www.kk21.de/de/
netzdirektion Gesellschaft für digitale Wertarbeit mbH,B2B E-Commerce und Softwareentwicklung,"Die netzdirektion | Gesellschaft für digitale Wertarbeit mbH wurde 2014 nach sieben Jahren freiberuflicher Tätigkeit von Patrick Dornbusch gegründet.Unsere Kernkompetenzen liegen in der Konzeption und Entwicklung von E-Commerce-Lösungen, Schnittstellen und Webanwendungen.","Shopware, E-Commerce, B2B, Software, Onlineshop, Webentwicklung",2014,5—9,netzdirektion Gesellschaft für digitale Wertarbeit mbHD-64521 Groß-GerauDeutschland,Internetagenturen,https://netzdirektion.de/impressum/,https://netzdirektion.de/
agenturfuerkrankemedien GmbH,Agenturfuerkrankemedien GmbH – Full-Service Kommunikationsagentur,"Wir sind eine kleine, wachsende Agentur in Berlin-Neukölln mit einer Niederlassung im Ruhrgebiet.**Wir entwickeln digitale Strategien und Produkte für Partner aus verschiedenen Bereichen mit dem Schwerpunkt Wissensvermittlung und Kultur. Dafür denken wir Software und Design von der Idee her. Wir begleiten unsere Partner in langfristigen und nachhaltigen Prozessen, die sie befähigen sollen, ihre Bedürfnisse durch sinnvollen Umgang mit neuen Medien besser zu verstehen und in Lösungen zu übersetzen. Unsere Werkzeuge in diesen Prozessen beinhalten Research, Konzeption, Design, Web und App Development, Workshops und die Entwicklung neuer Formate von digitalen Erzählungen.Unser Team ist vielseitig; wir arbeiten ergebnisoffen und konstruktiv. In unseren Prozessen erfinden wir uns immer wieder neu. Wir sind leidenschaftlich und ehrlich, wenn es darum geht, wer wir sind und was wir tun. Und wir sprechen gerne persönlich miteinander, wenn wir zusammen arbeiten… …it’s not finished, yet.","developer, software, code, HTML, Javascript, wissensvermittlung",2008,10—19,agenturfuerkrankemedien GmbHD-12049 BerlinDeutschland,"Typografen/
Layouter
Internetagenturen
Entwicklung",,https://agenturfuerkrankemedien.gmbh/de/index
Vision Concept Principles Werbeagentur GmbH,VISION. MOVES.,"Vision Concept Principles is an agency for marketing, communications and advertising. We are at the cutting edge of business. We work with the best from the fields of research, IT, sports, life science, engineering, pharmaceuticals, chemicals, food, agriculture and financial services.Our agency is a talent pool of creative minds, consultants, marketing and digital managers as well as specialists for AR, VR, film and IT – all the specialisations, in fact, required to deliver unrivalled expertise and respond precisely to our client’s exact needs. Combined with our skills and passion for the craft, knowhow is what moves us. We are flexible, open-minded, boast a virtually unrivalled knowledge of the business and always treat our clients and counterparts as equals. Whether it’s a campaign, content marketing concept or digital media strategy we are creating, the quality of our people and their respective skill sets always make the difference. Our goal is to strengthen brands,keep them alive and drive them even further.Lets create something great together.",,1996,20—49,Vision Concept Principles Werbeagentur GmbHD-51377 LeverkusenDeutschland,"Werbeagenturen
Animation/
3D
Allround-
Fotografen",http://vision-concept.com,http://vision-concept.com/
Futur-Zwei GmbH,Internetagentur,"Wir sind futur-zwei. Wir machen großartige Websites und Drucksachen. Wir sind ein motiviertes, erfahrenes Team und stehen für Kreativität, Kompetenz und Qualität.==> Grundriss und Fotos des angebotenen Zimmers weiter unten unter ‚Web‘.",,2000,5—9,Futur-Zwei GmbHD-20459 HamburgDeutschland,"Screendesign
Internetagenturen
Corporate Designer",https://www.futur-zwei.de/impressum,https://www.futur-zwei.de/buerogemeinschaft-englische-planke-6.pdf
coreweb GmbH,"Digitales Consumer Marketing, wirksam und messbar","Wir entwickeln innovative Projekte für einige der spannendsten Consumer-Brands in Europa. Unser Schwerpunkt: Digitales FMCG-Marketing. Unser motiviertes Team von derzeit 25 Mitarbeiterinnen und Mitarbeitern arbeitet interdisziplinär in den Bereichen Consulting, Content, User Experience & Design, Development und Analytics. Wir stehen für Flexibilität, Qualitätsbewusstsein und den Blick für Details. Unser gemeinsames Ziel: Relevante Online-Kommunikation, die präzise auf die Ziele unserer Kunden ausgerichtet ist.","Digitales Marketing, Consulting, Content, UX, Design, Development, Analytics",2010,20—49,coreweb GmbHD-88079 KressbronnDeutschland,"Werbeagenturen
Internetagenturen",https://www.coreweb.de/impressum/,https://www.coreweb.de/
6nine Werbeagentur,Werbeagentur,"Im Herzen der wunderschönen Zwei-Burgen Stadt Weinheim befindet sich das geschichtsträchtige Gebäude „Gunsser“. Was früher das Hexagon des Handwerks war, ist heute eine Quelle der Kreativität. Seit 2018 belebt 6NINE die alten Räumlichkeiten und bieten alles, was eine Werbeagentur bieten muss – und noch mehr!","Werbeagentur, Webdesign, Grafikdesign",2018,5—9,6nine WerbeagenturD-69469 WeinheimDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://6nine.de/impressum/,https://6nine.de/
Ersateil,Online-Webshop,Experten für den Verkauf von Ersatzteilen für Haushaltsgeräte.,,,20—49,ErsateilInformation gesperrtD-24941 FlensburgDeutschland,Internetagenturen,https://www.ersateil.de,https://www.ersateil.de/shop/frontpage.html
Agentur ID GmbH,Werbeagentur,"Die Agentur ID versteht sich als Impulsgeber zur erfolgreichen Kundenentwicklung im Handwerk. Ob in Hinblick auf die Pflege und den Ausbau bestehender Kundenbeziehungen oder die Gewinnung von neuen Interessenten. Denn Fachkompetenz und eine saubere Leistung sind wichtig, reichen aber in veränderten Märkten mit verändertem Kundenverhalten nicht mehr aus. In unserer Zeit der Informationsflut sucht der Kunde Halt und Orientierung. Er schenkt Unternehmen sein Vertrauen, die ihn zuverlässig und dauerhaft begleiten – das gilt auch für kleine und mittelständische Betriebe!Parallel dazu führt die demografische Entwicklung zu einem Engpass an qualifizierten und motivierten Mitarbeitern. Nur Handwerksbetriebe, denen es gelingt, ihre Leistungen zu„verkaufen“, werden langfristig in der Lage sein, angemessene Löhne zu erwirtschaften und die entsprechenden Mitarbeiter zu finden und zu binden. Es gilt, sich in Szene zu setzen – für Kunden und potenzielle Mitarbeiter gleichermaßen.",,,10—19,Agentur ID GmbHD-72622 NürtingenDeutschland,"Werbeagenturen
Internetagenturen",https://agentur-id.de/blog/impressum/,https://www.agentur-id.de/
albert concepts Interior Architecture,Interior Design Kommunikation im Raum Markenerlebnis,Über albertconcepts Interior ArchitectureCreative spaces for Brands. CREATIVE DIRECTIONINTERIOR DESIGNEXIBITION DESIGNRetail DesignPop Up ArchitectureRoadshowsEventsResidentialOffice InteriorsStrategy & ConceptDesignPlanningProject ManagementConstruction Supervision,,2010,5—9,albert concepts Interior ArchitectureD-10997 BerlinDeutschland,"Messe
Eventagenturen
Werbeagenturen",,https://www.albertconcepts.com/
artecom Veranstaltungs GmbH & Co.KG,"Konzeption, Organisation und Realisation von Veranstaltungen unterschiedlicher Größenordnungen","artecom ist eine inhabergeführte Agentur für erlebnisorientierte Kommunikation mit Sitz in Berlin. Seit 1992 betreuen wir erfolgreich Dienstleistungs- und Industrieunternehmen, kommunale Einrichtungen, Medien, politische Organisationen, NGOs, Verbände und Behörden.Ob Kreation, Strategieberatung, technische Planung und Ausstattung, Produktionsleitung oder 360°-Projektmanagement: In jedem Geschäftsfeld baut artecom auf die Kompetenzen eines Teams von Spezialisten.","Produktionsassistenz, Event, Veranstaltung, Logistik, Lagerhaltung, Kommunikation, Inventur, Promotion",1992,10—19,artecom Veranstaltungs GmbH & Co.KGD-10365 BerlinDeutschland,"Messe
Eventagenturen
Werbeagenturen",http://artecom-event.de/impressum/,https://artecom-event.de/
pidea Werbeagentur GmbH,Werbeagentur / Marketingagentur,"pidea WERBEAGENTUR GmbH Unsere Kunden vertrauen auf unser langjähriges Fachwissen in den Bereichen Webdesign, Leuchtwerbung, Beschriftungen, Displaysysteme, Digitaldruck & Co. Neben der gleichbleibend hohen Qualität der Produkte schätzen unsere regionalen und überregionalen Kunden die individuelle und zuverlässige Beratung. Termintreue versichern wir mit Hilfe unserer datenbankunterstützten Projektsteuerung mit revisionssicherer Dokumentation.Wir sind die p|idea WERBEAGENTUR GmbH – eine Full-Service-Agentur aus dem Herzen der Bauhausstadt Dessau.Seit 1999 bringen wir Marken, Botschaften und Angebote verständlich und ansprechend auf den Punkt – für Print, Web und Event – für jede Zielgruppe und für jeden Markt. Dafür sorgen unsere Projektplaner, Konzepter, Designer, Texter und Webentwickler.Wir arbeiten frei nach dem Vorbild des Bauhausstils. Hier gehen Kunst und Handwerk täglich Hand in Hand. Schließlich definierte schon Walter Gropius den „Künstler als Steigerung des Handwerkers“ in seinem Bauhaus-Manifest.Unser Portfolio und weitere Informationen zum p|idea-Team finden Sie auch auf unserer Homepage.","Printwerbung, Corporate Design, Logoentwicklung, Branding, PR, Onlinelösungen, Webseiten, Film, Funk, Events, Guerillamarketing",1999,10—19,pidea Werbeagentur GmbHD-06847 Dessau-RoßlauDeutschland,"Werbeagenturen
Web-
Konzepter
Corporate Designer",https://www.p-idea.de/index.php/impressum.html,https://www.p-idea.de/
team360,"360°-Fotografie, virtuelle Rundgänge, Luftbildaufnahmen","Als Agentur für 360°-Fotografie erstellen wir Panorama-Aufnahmen und virtuelle Rundgänge. Durch unser deutschlandweites Netz auf Fotografien, Mediengestaltern und Luftbild-Piloten können wir unsere Leistungen bundesweit anbieten.","360° Rundgänge, 360 Grad, Virtuelle Rundgänge, Touren, Panorama, Stitching, Programmierung, Rundgänge, Virtual Reality, Vr, Google Street View, Luftbild, Drohne, Architektur",2019,5—9,team360D-72296 SchopflochDeutschland,"Animation/
3D
Architekturfotografen
Internetagenturen",,https://www.team360.de/
Daskaloff & Kempf GmbH,Full Stack Agentur,Daskaloff&Kempf ist eine Full Stack Agentur mit Berliner Charme. Wir decken alle Stufen der Softwareentwicklung ab und haben uns auf individuelle Web Applikationen und Schnittstellenlösungen im Business-Bereich spezialisiert. Neben aufregenden Kundenprojekten betreiben wir zudem Berlins größten Online Party Guide“Gästeliste030”.,"Full Stack, Web App, Mobile App Development",2011,5—9,Daskaloff & Kempf GmbHD-10249 BerlinDeutschland,Internetagenturen,https://www.daskaloffkempf.com/de/impressum/,https://www.daskaloffkempf.com/de/
jkcampaign GmbH,Campaigning. Politische Kommunikation. Kampagnenmanagement,"Aus dem Herzen von Berlin entwickelt und begleitet jkcampaign erfolgreich gesellschaftspolitische Kampagnen gemeinsam mit einem Team von mehr als 70 Mitarbeitern in unseren Verbundunternehmen sowie freien Spezialisten.Neben Verbänden, Gewerkschaften, NGOs und Unternehmen haben wir als einzige Agentur in Deutschland wiederholt für CDU, SPD, FDP und Bündnis90/Die Grünen gearbeitet – kommunal, landes- und bundesweit. Zu unseren weiteren Kunden gehören beispielsweise der Verbraucherzentrale Bundesverband e.V., ver.di und Parteien im europäischen Ausland.",,2011,50—99,jkcampaign GmbHD-10785 BerlinDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",,https://www.jkcampaign.com/
